agents,healthStatus,solveConicGibbsGreedyDynamic,PPO_5Bucket_20000000,PPO_5Bucket_50000000,PPO_4Bucket_20000000,solveMILP,PPO_4Bucket_50000000,solveConicGibbsGreedyDynamicCount
"[(0, 3, 0.1719265575644715), (1, 2, 0.03515244813683038), (2, 3, 0.05002067544233868), (3, 3, 0.5634102846729809), (4, 2, 0.8957679669102713), (5, 2, 0.6975415354488013), (6, 3, 0.2788952190849785), (7, 3, 0.4385379503148421), (8, 1, 0.6456174613947887), (9, 1, 0.04811578924708593), (10, 3, 0.4935170031480225), (11, 3, 0.5752647604034029), (12, 3, 0.6379718134116822), (13, 3, 0.552134821372044), (14, 1, 0.8321135594848076), (15, 1, 0.007659255770224194), (16, 3, 0.501026682263457), (17, 1, 0.18276291999388916), (18, 3, 0.5198177577867984), (19, 3, 0.2355886065807138), (20, 2, 0.9291704967216158), (21, 2, 0.09355005286420759), (22, 1, 0.26662602900838794), (23, 2, 0.14756084681008907), (24, 1, 0.19373401928625167), (25, 3, 0.390579228746084), (26, 1, 0.9280906198580293), (27, 3, 0.006421594739575265), (28, 1, 0.18988322182878536), (29, 3, 0.5775221572928699), (30, 2, 0.2686808627422026), (31, 2, 0.7566472968082967), (32, 1, 0.06543172472053416), (33, 1, 0.9120173138739183), (34, 2, 0.41016423738431473), (35, 2, 0.30710075725439645), (36, 3, 0.776847976230519), (37, 1, 0.9508981859670917), (38, 1, 0.20372236065887817), (39, 1, 0.6654101232418057), (40, 1, 0.4835168658820789), (41, 2, 0.20789778874378628), (42, 3, 0.05469761844220322), (43, 1, 0.8584570223481709), (44, 2, 0.8159345893707834), (45, 1, 0.23849141876223712), (46, 1, 0.12379064304897103), (47, 2, 0.5068264395596369), (48, 3, 0.19634966238461082), (49, 3, 0.4192039659887319)]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",10,5,9,5,10,0,10
"[(0, 1, 0.8729950408973209), (1, 3, 0.21927684415571091), (2, 1, 0.9168531134155687), (3, 3, 0.5037635446893317), (4, 2, 0.36510629244665593), (5, 3, 0.7260066526907202), (6, 3, 0.8577991059270034), (7, 3, 0.5528767800635699), (8, 2, 0.3688328848026077), (9, 2, 0.6475923635531072), (10, 3, 0.179646766156781), (11, 1, 0.954389525297269), (12, 2, 0.992532929502147), (13, 2, 0.32447122548336615), (14, 1, 0.011020735958803152), (15, 2, 0.026489846928435368), (16, 2, 0.30436022270158714), (17, 1, 0.08032201657063143), (18, 2, 0.2960378574637591), (19, 1, 0.22240321602823743), (20, 3, 0.014330970652558395), (21, 3, 0.3190306733677424), (22, 2, 0.7357497434087816), (23, 1, 0.17870304011845695), (24, 2, 0.31752718552558934), (25, 3, 0.10326863277464715), (26, 1, 0.1842724585957849), (27, 2, 0.4298663148306624), (28, 2, 0.18576121235358412), (29, 2, 0.8135930292269331), (30, 3, 0.16975173401781152), (31, 3, 0.8702725213089606), (32, 2, 0.5033529109528361), (33, 2, 0.9120912252425001), (34, 1, 0.8284110176973062), (35, 3, 0.7290784604199919), (36, 1, 0.41130739107255987), (37, 1, 0.8122779961112921), (38, 1, 0.22853601089268227), (39, 2, 0.4097421506006127), (40, 2, 0.3345194191667835), (41, 3, 0.10779322833147686), (42, 2, 0.46799171210883217), (43, 1, 0.19480194433229703), (44, 1, 0.7516705165680053), (45, 3, 0.549703865008727), (46, 2, 0.1194811660347378), (47, 1, 0.41364465803354467), (48, 3, 0.9175693011661835), (49, 2, 0.4060291552049369)]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",25,19,18,17,19,20,16
"[(0, 2, 0.7374114769833717), (1, 2, 0.583479632312143), (2, 3, 0.3317235941103509), (3, 2, 0.6647286200910913), (4, 2, 0.11337083758820499), (5, 1, 0.6960128511251876), (6, 3, 0.6328506812103943), (7, 2, 0.5375626255212257), (8, 3, 0.8480386953033185), (9, 1, 0.12352170035604382), (10, 3, 0.2569198835568337), (11, 2, 0.867739913805943), (12, 2, 0.553291194650295), (13, 2, 0.12471042146903022), (14, 2, 0.4493395316439429), (15, 1, 0.10594802503583989), (16, 2, 0.8870722438830521), (17, 3, 0.6284955142280801), (18, 1, 0.05305755487274566), (19, 2, 0.3195119951856781), (20, 1, 0.33658140878729603), (21, 3, 0.6400948280601934), (22, 3, 0.5349331774752545), (23, 2, 0.9113133761698102), (24, 2, 0.5000821664844078), (25, 1, 0.006734849760197892), (26, 1, 0.679602198670086), (27, 3, 0.35704523214697925), (28, 3, 0.6573633377694204), (29, 1, 0.4300313872352838), (30, 1, 0.6215887632064504), (31, 1, 0.9043131157111783), (32, 3, 0.8365280642662297), (33, 2, 0.5369251073492924), (34, 1, 0.05624097750196655), (35, 3, 0.5050055461149415), (36, 3, 0.7387455363056583), (37, 1, 0.4370313583711256), (38, 1, 0.2372236725653185), (39, 1, 0.605010790328575), (40, 3, 0.8465440767180734), (41, 1, 0.32447243590149166), (42, 2, 0.3344866104563693), (43, 2, 0.9529577145052068), (44, 1, 0.4151026658806046), (45, 3, 0.1729222249231609), (46, 1, 0.5932199768486135), (47, 2, 0.8006140326770856), (48, 1, 0.37986640983426656), (49, 1, 0.9624455506395695)]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]",20,12,9,11,19,11,13
"[(0, 3, 0.7452389435256285), (1, 3, 0.9583239098709186), (2, 1, 0.27225341748943266), (3, 3, 0.47661978714742603), (4, 3, 0.9539173848503262), (5, 1, 0.10611785336528978), (6, 3, 0.9685721412516339), (7, 1, 0.05556125990014993), (8, 2, 0.2860228562676126), (9, 1, 0.5050451594878843), (10, 2, 0.49367421392153366), (11, 3, 0.20667428379611485), (12, 3, 0.20023845471929813), (13, 1, 0.363437710462053), (14, 3, 0.9868551690509121), (15, 3, 0.9416921130229409), (16, 1, 0.38636361122454355), (17, 3, 0.7041705700532848), (18, 3, 0.6415216144184215), (19, 3, 0.19548764528752993), (20, 3, 0.8961211497343589), (21, 1, 0.8349991040672631), (22, 1, 0.4777729184957811), (23, 2, 0.6464429708884042), (24, 2, 0.6788744442425092), (25, 2, 0.2768727339421112), (26, 3, 0.9487435031341154), (27, 1, 0.9085202748529724), (28, 2, 0.5355147082636679), (29, 3, 0.9246178838923875), (30, 2, 0.39841296159216255), (31, 2, 0.49607975143694394), (32, 3, 0.02134355159719936), (33, 1, 0.573741912817543), (34, 2, 0.4456512766263817), (35, 3, 0.27126746513747235), (36, 3, 0.6776498698609866), (37, 1, 0.45256599640027295), (38, 3, 0.8991390892586159), (39, 1, 0.5239247578959881), (40, 2, 0.730506070093342), (41, 2, 0.41528599776316), (42, 1, 0.08425337116793308), (43, 3, 0.47495667230376737), (44, 2, 0.573118519683673), (45, 3, 0.25115879643574746), (46, 2, 0.6047387226034641), (47, 3, 0.23982688308702294), (48, 2, 0.8047677812787202), (49, 2, 0.14388117665878275)]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",26,23,23,15,26,18,26
"[(0, 1, 0.3482340372158198), (1, 1, 0.7296073152193483), (2, 1, 0.03763381684775635), (3, 2, 0.9325568610571069), (4, 3, 0.11074321345883398), (5, 1, 0.11563081083540105), (6, 3, 0.38575587502766684), (7, 2, 0.6636223437943861), (8, 3, 0.9383660911593459), (9, 1, 0.7002563290957271), (10, 3, 0.9432819020125531), (11, 1, 0.7972006918863567), (12, 2, 0.32124633121216906), (13, 2, 0.07227112762499965), (14, 2, 0.08088164308953438), (15, 1, 0.7887685046759025), (16, 3, 0.47760124607906107), (17, 1, 0.48256969405795047), (18, 1, 0.6156532272239333), (19, 2, 0.45962877748258757), (20, 3, 0.706871209879182), (21, 2, 0.5153770629946252), (22, 1, 0.42971212263012404), (23, 3, 0.011150265744995447), (24, 1, 0.9822883737770399), (25, 3, 0.5846506656811553), (26, 1, 0.5893615443661947), (27, 3, 0.6370146011679496), (28, 1, 0.6041458649789381), (29, 2, 0.28535380956969136), (30, 3, 0.6350302657726814), (31, 2, 0.8653752626943486), (32, 1, 0.1121939259516348), (33, 1, 0.6209320859907594), (34, 3, 0.6827393421565604), (35, 1, 0.4490888337333184), (36, 2, 0.614816988811659), (37, 2, 0.007108177960469142), (38, 3, 0.1827227738678494), (39, 1, 0.8209313301072215), (40, 1, 0.5114596218876104), (41, 3, 0.20296568660242398), (42, 1, 0.5429291888706932), (43, 2, 0.7188414936205624), (44, 2, 0.8844372850426808), (45, 1, 0.9244622594484077), (46, 3, 0.7148674774449094), (47, 3, 0.755955049097339), (48, 1, 0.9409360927388118), (49, 2, 0.5847644182953922)]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1]",22,24,22,22,27,18,28
"[(0, 2, 0.6205957417658416), (1, 1, 0.5395688835424441), (2, 3, 0.17923531116695168), (3, 3, 0.7927754158268734), (4, 2, 0.5535204476657446), (5, 2, 0.6053740645930092), (6, 3, 0.028699997814716216), (7, 3, 0.6431516187978963), (8, 2, 0.008037149073577665), (9, 1, 0.9409042832471013), (10, 1, 0.5538893984942035), (11, 1, 0.406065009543101), (12, 2, 0.0722642178996693), (13, 2, 0.2857929961651504), (14, 3, 0.27151049064574007), (15, 3, 0.24311477446835716), (16, 3, 0.7337269519736374), (17, 1, 0.04453111172880109), (18, 2, 0.525298829684328), (19, 2, 0.1984149209334356), (20, 3, 0.08402043146481586), (21, 3, 0.21113477744245213), (22, 3, 0.12272050702439541), (23, 3, 0.5419560780584824), (24, 1, 0.7326792766864622), (25, 3, 0.0848024284151766), (26, 2, 0.6060154952514303), (27, 3, 0.32734176950887806), (28, 2, 0.7528876178454491), (29, 1, 0.6238169756392927), (30, 2, 0.09885640582388666), (31, 1, 0.7840390515233768), (32, 2, 0.7468630183790604), (33, 2, 0.34587181934339706), (34, 1, 0.8036911064641369), (35, 3, 0.49077501986358774), (36, 2, 0.0032467410598259194), (37, 1, 0.23464687127661454), (38, 1, 0.6625362013968727), (39, 3, 0.42038023955672665), (40, 1, 0.04929305143863094), (41, 2, 0.5063111625878429), (42, 2, 0.13437932083081694), (43, 3, 0.02668045083533155), (44, 2, 0.6919860015428411), (45, 1, 0.8602913441504737), (46, 1, 0.4477859659147386), (47, 1, 0.9203847786041612), (48, 1, 0.5253504314412967), (49, 3, 0.1652648022918224)]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",6,0,6,4,4,5,6
"[(0, 1, 0.2920740229825791), (1, 1, 0.43228377847326094), (2, 1, 0.7115971991967212), (3, 3, 0.2997260857394245), (4, 2, 0.46578387216756845), (5, 3, 0.5262765636453159), (6, 2, 0.4343441227731186), (7, 3, 0.10299654643030287), (8, 2, 0.7546754146379471), (9, 2, 0.8850986853294579), (10, 3, 0.9463099405405583), (11, 3, 0.41766962003406494), (12, 1, 0.02275857100239531), (13, 3, 0.415652233924262), (14, 3, 0.024125609193180075), (15, 3, 0.9486372332559276), (16, 3, 0.03597040699714826), (17, 3, 0.816235112540239), (18, 3, 0.41817821459322213), (19, 1, 0.5267358323784525), (20, 3, 0.9635461945442073), (21, 2, 0.9374697108414983), (22, 2, 0.349833390090485), (23, 2, 0.455018912574788), (24, 2, 0.34339986015769364), (25, 2, 0.9718453076242375), (26, 2, 0.7878425290867007), (27, 1, 0.07551928615904291), (28, 2, 0.6394690433791009), (29, 2, 0.9814645161307459), (30, 2, 0.3987785132535948), (31, 3, 0.12825157113918784), (32, 3, 0.9603951905194984), (33, 2, 0.7188256058521028), (34, 1, 0.29409909105464127), (35, 2, 0.3967517452981951), (36, 1, 0.9245197728946345), (37, 3, 0.40946095494990686), (38, 1, 0.46819152885120874), (39, 3, 0.8452642862575831), (40, 2, 0.12793781048111952), (41, 3, 0.09347055552493166), (42, 2, 0.3596132724158252), (43, 3, 0.8713428640651464), (44, 1, 0.49305285728102755), (45, 1, 0.7153140407713441), (46, 1, 0.5350895822226568), (47, 1, 0.4802337424321371), (48, 2, 0.02706690353663399), (49, 2, 0.6829223802681827)]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",9,13,18,15,16,5,9
"[(0, 3, 0.3404991599586029), (1, 3, 0.00822264947647755), (2, 2, 0.14434316995781038), (3, 3, 0.35250430788163745), (4, 1, 0.08814525305329779), (5, 1, 0.9669053343213241), (6, 1, 0.7732530649744226), (7, 3, 0.11021689569501114), (8, 1, 0.20014557897749763), (9, 2, 0.14509954975749573), (10, 3, 0.3791552306828837), (11, 1, 0.9857616617524199), (12, 1, 0.3308474918465746), (13, 2, 0.5838199860733725), (14, 2, 0.7084030353283444), (15, 3, 0.09327027974868207), (16, 3, 0.854927475149706), (17, 3, 0.0414131530913332), (18, 2, 0.1174476284893895), (19, 2, 0.7198838631577381), (20, 1, 0.5108742226927292), (21, 1, 0.10632852989504016), (22, 3, 0.7980110331954415), (23, 2, 0.5704485371475945), (24, 3, 0.8841877059805444), (25, 2, 0.024419230568795247), (26, 2, 0.8519342199967919), (27, 2, 0.14675803651989916), (28, 1, 0.2751789439022836), (29, 3, 0.704100161892078), (30, 3, 0.901611456962982), (31, 1, 0.7500132510830727), (32, 2, 0.564403865673999), (33, 3, 0.9378821016499885), (34, 3, 0.5668991187953966), (35, 2, 0.10985401119288041), (36, 2, 0.81353011551545), (37, 3, 0.7939393028077057), (38, 2, 0.9270859319487393), (39, 3, 0.4039401872412295), (40, 1, 0.2801137906566523), (41, 2, 0.005480665739363566), (42, 1, 0.2447632604210227), (43, 2, 0.7497477959662054), (44, 2, 0.40165664935023426), (45, 1, 0.924919441109149), (46, 3, 0.45601282144066824), (47, 3, 0.659260529218232), (48, 1, 0.5443311561975354), (49, 1, 0.4339817919856107)]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]",15,19,11,18,15,18,8
"[(0, 3, 0.39643382737267385), (1, 2, 0.5327154881560922), (2, 2, 0.13696383015322622), (3, 2, 0.0120683648411406), (4, 1, 0.8940605285943638), (5, 3, 0.3145504235125087), (6, 2, 0.6621155813440174), (7, 1, 0.5310350386740029), (8, 1, 0.6638288410582421), (9, 1, 0.9985635133274292), (10, 1, 0.3382449837893965), (11, 2, 0.026838505600978002), (12, 2, 0.9745263343034747), (13, 3, 0.424665501554789), (14, 3, 0.2513476084580346), (15, 3, 0.5259527383696172), (16, 1, 0.8330614625376555), (17, 2, 0.1526973761111564), (18, 3, 0.3474619195577022), (19, 1, 0.18406697273452322), (20, 1, 0.9549607404783119), (21, 3, 0.7510921140941925), (22, 3, 0.027855278690781415), (23, 2, 0.41294237957695556), (24, 1, 0.3767064127224474), (25, 3, 0.40927790150303467), (26, 3, 0.1205954560391661), (27, 2, 0.9852646542539013), (28, 3, 0.911641268632175), (29, 1, 0.38470332353206993), (30, 2, 0.5719686163653507), (31, 3, 0.0031169963754378305), (32, 3, 0.5055687571098471), (33, 3, 0.15755890877675305), (34, 3, 0.9469356095943221), (35, 3, 0.2128867100523233), (36, 2, 0.002759595967133932), (37, 3, 0.753343069447077), (38, 1, 0.12753630314420206), (39, 1, 0.5041264151847521), (40, 2, 0.3802888206485875), (41, 3, 0.2289425213691446), (42, 2, 0.815457311276983), (43, 1, 0.00881156779441683), (44, 1, 0.5969715312994347), (45, 2, 0.543943935323777), (46, 2, 0.6022550887933096), (47, 3, 0.5763208274512779), (48, 1, 0.7858835861382746), (49, 2, 0.7925582667956237)]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",25,22,22,13,24,18,21
"[(0, 1, 0.6531569910380832), (1, 3, 0.7670801757215095), (2, 1, 0.3644320783172602), (3, 3, 0.21441754360953846), (4, 1, 0.696368333724972), (5, 2, 0.8146723312526953), (6, 1, 0.18199168095811202), (7, 3, 0.06616139134384635), (8, 2, 0.6467716443159767), (9, 2, 0.9960071357495199), (10, 2, 0.33393695699443116), (11, 1, 0.6233292311179452), (12, 3, 0.902889505432829), (13, 1, 0.4598522029452603), (14, 1, 0.07645751276629698), (15, 2, 0.06379573022166696), (16, 2, 0.3420643895862494), (17, 2, 0.02585818624894709), (18, 3, 0.02060636445612618), (19, 2, 0.030722263547970807), (20, 1, 0.9492496445308716), (21, 2, 0.37571064508104046), (22, 1, 0.2309085937402775), (23, 2, 0.5534709224724168), (24, 2, 0.9261436744161684), (25, 1, 0.03151811813634531), (26, 2, 0.3144848704946184), (27, 3, 0.07384304872907144), (28, 3, 0.1976933819062051), (29, 3, 0.33854215180668146), (30, 1, 0.7590997685304715), (31, 2, 0.6717454905114512), (32, 2, 0.6818825006751891), (33, 3, 0.4165401753896095), (34, 1, 0.05508569025442278), (35, 1, 0.11955074299762403), (36, 3, 0.530264954477764), (37, 3, 0.3808537875772585), (38, 2, 0.6459006173428977), (39, 2, 0.5779079125299558), (40, 1, 0.3045690827601878), (41, 3, 0.5073858971383767), (42, 2, 0.2780667551143763), (43, 2, 0.9690492635983742), (44, 2, 0.8664579212425935), (45, 3, 0.37848628072596446), (46, 1, 0.19434468885092704), (47, 2, 0.5551243822922918), (48, 3, 0.4890754967208848), (49, 2, 0.6269625815409666)]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]",12,14,15,11,14,15,0
"[(0, 3, 0.2012868834019561), (1, 3, 0.5677799248549951), (2, 1, 0.4116974738072944), (3, 3, 0.17107895934202977), (4, 3, 0.5924550982420028), (5, 2, 0.7456905412445314), (6, 2, 0.2074162262678726), (7, 2, 0.6421334549929433), (8, 2, 0.32077388123509454), (9, 3, 0.8422746533018728), (10, 1, 0.07518651211978877), (11, 2, 0.20491382768061273), (12, 2, 0.5556720975942828), (13, 2, 0.4362633704097637), (14, 2, 0.5649737496781916), (15, 2, 0.8059119236620265), (16, 3, 0.6886913978504878), (17, 1, 0.10149295649668177), (18, 3, 0.03151570919252267), (19, 2, 0.26581724843495), (20, 1, 0.26563892586092874), (21, 2, 0.44147549110626927), (22, 1, 0.4786731770637951), (23, 3, 0.3652728868421712), (24, 2, 0.5598274887704733), (25, 3, 0.43160867537561587), (26, 1, 0.1546607982767575), (27, 2, 0.3519930858282033), (28, 2, 0.5870412692924721), (29, 1, 0.8155076582299005), (30, 3, 0.21580351988897006), (31, 2, 0.46071575745238946), (32, 3, 0.7220293711783147), (33, 3, 0.7296194800764518), (34, 3, 0.4597222240105926), (35, 3, 0.36563145045130874), (36, 1, 0.5918775266208356), (37, 3, 0.13612831683968218), (38, 1, 0.9605569205492765), (39, 3, 0.45592326618474455), (40, 3, 0.5213484360487604), (41, 3, 0.6298575200740547), (42, 3, 0.0953023700802258), (43, 3, 0.5259197033242966), (44, 1, 0.8421589289902829), (45, 1, 0.4419862064968716), (46, 1, 0.9788075585289057), (47, 1, 0.3797595543421821), (48, 3, 0.2983096496600782), (49, 1, 0.13169668459672668)]","[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",23,17,17,18,23,20,19
"[(0, 1, 0.6629906688783079), (1, 1, 0.8305945360963788), (2, 2, 0.6978478979847264), (3, 3, 0.9012838950516872), (4, 1, 0.34050839431900526), (5, 1, 0.33917037936588246), (6, 1, 0.9936612036890611), (7, 1, 0.5948096394695773), (8, 1, 0.7798583739116992), (9, 1, 0.8945638507461752), (10, 2, 0.648139475320075), (11, 3, 0.11313162392389142), (12, 3, 0.6713595530470075), (13, 2, 0.7150565985071058), (14, 1, 0.5257854554217053), (15, 1, 0.64107602377942), (16, 3, 0.04808890968697277), (17, 2, 0.6383970490170015), (18, 2, 0.17953278857142985), (19, 1, 0.35686049224292127), (20, 2, 0.7360816235765778), (21, 2, 0.5581862533237255), (22, 1, 0.5870436373508121), (23, 3, 0.5255695771558937), (24, 3, 0.2227406404491905), (25, 3, 0.23861712403900392), (26, 1, 0.9883430377383866), (27, 1, 0.06951477631926639), (28, 3, 0.5920558007323057), (29, 3, 0.5951761913062773), (30, 2, 0.7337319265082156), (31, 3, 0.5528380948074749), (32, 2, 0.33706522061548827), (33, 3, 0.6351367589225696), (34, 1, 0.36054346390921344), (35, 2, 0.474559283441774), (36, 1, 0.5556013243257516), (37, 2, 0.37253591704843825), (38, 2, 0.5315467122448388), (39, 3, 0.4275056603979418), (40, 1, 0.19256982593151795), (41, 3, 0.2301023490088947), (42, 2, 0.21268470811564533), (43, 1, 0.5466973571348333), (44, 2, 0.08673026219039792), (45, 2, 0.2944857418609538), (46, 1, 0.28270419173500694), (47, 2, 0.6949286025739306), (48, 3, 0.4084082108382655), (49, 2, 0.60729626738016)]","[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]",10,9,14,5,10,12,10
"[(0, 2, 0.5219917943978575), (1, 3, 0.6810989049683476), (2, 2, 0.1428446467878165), (3, 2, 0.8902931973570787), (4, 1, 0.695945003654831), (5, 3, 0.3255971979814628), (6, 2, 0.6714116208708568), (7, 1, 0.6632366267338358), (8, 2, 0.22520718127535966), (9, 2, 0.8068959031098298), (10, 1, 0.3638346723276915), (11, 3, 0.577879948126456), (12, 3, 0.4469797525501399), (13, 2, 0.84382186787008), (14, 3, 0.5921990704923297), (15, 2, 0.3443843444724243), (16, 3, 0.13958025242988803), (17, 2, 0.07964093875961353), (18, 2, 0.4343310686804087), (19, 3, 0.27130289747078107), (20, 2, 0.7224463798255645), (21, 2, 0.2560646523662997), (22, 2, 0.8541878159451747), (23, 2, 0.17544707905375723), (24, 3, 0.48463311860666547), (25, 3, 0.8984732777498238), (26, 3, 0.678676948660836), (27, 1, 0.6090577069169353), (28, 2, 0.7360171912747054), (29, 3, 0.9443520666242985), (30, 1, 0.1366378220116583), (31, 2, 0.12098948324990433), (32, 3, 0.9244785922933998), (33, 2, 0.810612707605002), (34, 3, 0.09865049378548418), (35, 1, 0.740160237202014), (36, 1, 0.9438250276040421), (37, 1, 0.6825830704716145), (38, 3, 0.5036563525499931), (39, 1, 0.519781642399834), (40, 3, 0.4234974887444545), (41, 1, 0.5481040170798338), (42, 2, 0.7159946101511903), (43, 3, 0.10134395714178435), (44, 2, 0.3597646665336046), (45, 3, 0.28836469411107624), (46, 2, 0.17522049862172762), (47, 3, 0.465114740017575), (48, 2, 0.4765400857514219), (49, 1, 0.6812722364536969)]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",22,15,17,12,15,16,21
"[(0, 2, 0.6723532992414419), (1, 1, 0.5170670144988405), (2, 2, 0.015982335721082763), (3, 1, 0.13162018678024523), (4, 2, 0.45208186154952057), (5, 1, 0.09474108589118668), (6, 2, 0.8369975806050861), (7, 1, 0.768234190155305), (8, 2, 0.5526346521577894), (9, 1, 0.6435042799342443), (10, 2, 0.6426535087031947), (11, 3, 0.35741641863485285), (12, 2, 0.6856645697620903), (13, 2, 0.4001637677354748), (14, 2, 0.08128593713840959), (15, 2, 0.8791572527543158), (16, 1, 0.30739375797095936), (17, 2, 0.17680979387760376), (18, 1, 0.6605533422938913), (19, 1, 0.10792489432120611), (20, 1, 0.8217433330349586), (21, 1, 0.6326722112138256), (22, 1, 0.6827065137730948), (23, 1, 0.009833244940018693), (24, 3, 0.5243545068493138), (25, 2, 0.20647663792751547), (26, 2, 0.1332549668145796), (27, 1, 0.5031988920984107), (28, 2, 0.3274120428073618), (29, 2, 0.5894258464226193), (30, 2, 0.505305108805565), (31, 3, 0.16067420916083774), (32, 3, 0.3744049925987878), (33, 3, 0.08179809254750281), (34, 2, 0.5164628950466261), (35, 1, 0.18614853405397547), (36, 3, 0.9480982382476596), (37, 1, 0.9190537670807868), (38, 2, 0.06367685402060475), (39, 1, 0.1782931492095685), (40, 2, 0.17031435516229987), (41, 2, 0.4214041606405835), (42, 2, 0.600853519881262), (43, 3, 0.6650174883958108), (44, 1, 0.7769170668305053), (45, 3, 0.7894262695062689), (46, 2, 0.3199312174226475), (47, 3, 0.5800360584423824), (48, 1, 0.9757924662436003), (49, 2, 0.21939705028822365)]","[1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",18,13,14,16,17,17,19
