agents,solveMILP,solveSeqRLBucket,solveConicGibbsGreedyDynamic
"[(0, 1, 0.6492905966257623), (1, 1, 0.3649006287915326), (2, 1, 0.9594237164011584), (3, 1, 0.3896540853989825), (4, 1, 0.265808270384689), (5, 1, 0.33727068231007673), (6, 1, 0.03320508937587874), (7, 1, 0.2692146918408418), (8, 1, 0.15547178567430175), (9, 1, 0.7636155391770688), (10, 1, 0.10310131645104548), (11, 1, 0.23785929147449025), (12, 1, 0.5943139703599736), (13, 1, 0.8412651622886068), (14, 1, 0.9230970218950552), (15, 1, 0.05478047626982385), (16, 1, 0.016150471820738477), (17, 1, 0.5403978355560092), (18, 1, 0.760151157621892), (19, 1, 0.3501545379726093), (20, 1, 0.18887946742867867), (21, 1, 0.7933645829681881), (22, 1, 0.8113101394771868), (23, 1, 0.11840163949873073), (24, 1, 0.16605393358815268), (25, 1, 0.838698539723853), (26, 1, 0.9876080330392754), (27, 1, 0.164430187516045), (28, 1, 0.4598266583584567), (29, 1, 0.22107638583361533), (30, 1, 0.2543659448031872), (31, 1, 0.10418765652722739), (32, 1, 0.15638041598811314), (33, 1, 0.6679388229649946), (34, 1, 0.18032939331214537), (35, 1, 0.42063385288099586), (36, 1, 0.780233342386435), (37, 1, 0.731122275002188), (38, 1, 0.0987039028889245), (39, 1, 0.8883089829423143), (40, 1, 0.4764041169764448), (41, 1, 0.29806625454709823), (42, 1, 0.9998402023895259), (43, 1, 0.4592800174777444), (44, 1, 0.3766728942063233), (45, 1, 0.5389772631985362), (46, 1, 0.8660218837186168), (47, 1, 0.24397866860777417), (48, 1, 0.3868897964420821), (49, 1, 0.10452293246567279)]",10,10,15.0
"[(0, 1, 0.16112256521466517), (1, 1, 0.9811424811376293), (2, 1, 0.2614597847416297), (3, 1, 0.4808360859463968), (4, 1, 0.5310106402719175), (5, 1, 0.525826048277294), (6, 1, 0.4851712882551489), (7, 1, 0.7773802777337292), (8, 1, 0.39749337639248783), (9, 1, 0.4398222366717305), (10, 1, 0.2533197023195274), (11, 1, 0.23682482862085152), (12, 1, 0.35866558725873177), (13, 1, 0.24601781576848247), (14, 1, 0.8804845986777508), (15, 1, 0.2856788656671889), (16, 1, 0.2932989627892145), (17, 1, 0.7229249836483423), (18, 1, 0.3219950739758505), (19, 1, 0.2768160074057885), (20, 1, 0.45069685392356085), (21, 1, 0.05610114262500088), (22, 1, 0.9480708559711304), (23, 1, 0.12541035537181688), (24, 1, 0.7197363665561957), (25, 1, 0.47439382723686097), (26, 1, 0.9623495537767842), (27, 1, 0.6651750913278299), (28, 1, 0.7882690621847915), (29, 1, 0.9211522461669359), (30, 1, 0.36172907407143085), (31, 1, 0.019566664784695154), (32, 1, 0.5500999128481143), (33, 1, 0.9443872811484981), (34, 1, 0.3939542904655372), (35, 1, 0.8078474320601876), (36, 1, 0.7195066666291491), (37, 1, 0.3497647386831094), (38, 1, 0.836233482216595), (39, 1, 0.8657026513994116), (40, 1, 0.46986786185002405), (41, 1, 0.9935135640679584), (42, 1, 0.6920774593380883), (43, 1, 0.974438519396412), (44, 1, 0.4341387493896318), (45, 1, 0.9227507563245497), (46, 1, 0.5005034826761753), (47, 1, 0.5995876872338439), (48, 1, 0.6196082146958907), (49, 1, 0.9019637636998987)]",9,0,5.0
"[(0, 1, 0.13996429605415972), (1, 1, 0.4390633155284145), (2, 1, 0.391191565490405), (3, 1, 0.6354810051263003), (4, 1, 0.8854934498971134), (5, 1, 0.3120642625676734), (6, 1, 0.44123783641600256), (7, 1, 0.6882567640483547), (8, 1, 0.489886850417384), (9, 1, 0.5562502212001591), (10, 1, 0.0832815176564049), (11, 1, 0.7180512227803633), (12, 1, 0.5969406881125146), (13, 1, 0.7760577932826814), (14, 1, 0.385589453271611), (15, 1, 0.38291732006782464), (16, 1, 0.23443568510531176), (17, 1, 0.2489471238444434), (18, 1, 0.34566050637940915), (19, 1, 0.2935475352484933), (20, 1, 0.23904581746276277), (21, 1, 0.8147202058382803), (22, 1, 0.1305229727449686), (23, 1, 0.6554221547340906), (24, 1, 0.34829537331112737), (25, 1, 0.4506310382670127), (26, 1, 0.9215983969475121), (27, 1, 0.6763725138304516), (28, 1, 0.9471719952691318), (29, 1, 0.555919776618631), (30, 1, 0.22342028378670586), (31, 1, 0.8579113134072195), (32, 1, 0.12594775763044908), (33, 1, 0.6876471295776856), (34, 1, 0.5016111031713224), (35, 1, 0.2676619742601186), (36, 1, 0.30478247387247803), (37, 1, 0.7561987911938555), (38, 1, 0.22307778116611565), (39, 1, 0.5615351241409549), (40, 1, 0.31209896090302425), (41, 1, 0.8980332698142777), (42, 1, 0.8680516707698086), (43, 1, 0.062216858716368395), (44, 1, 0.018518294672720925), (45, 1, 0.7715830265583018), (46, 1, 0.013522571581141896), (47, 1, 0.7980179133125833), (48, 1, 0.5731156770298883), (49, 1, 0.996808003042567)]",6,0,8.0
"[(0, 1, 0.6339517427709854), (1, 1, 0.1492937702213083), (2, 1, 0.8507679370498827), (3, 1, 0.46429846979587175), (4, 1, 0.31575830062398935), (5, 1, 0.2144169815041852), (6, 1, 0.04507900218845973), (7, 1, 0.4126013726357258), (8, 1, 0.3768504504886544), (9, 1, 0.1455334541340415), (10, 1, 0.13538538463220184), (11, 1, 0.04693133465689259), (12, 1, 0.8905087889909686), (13, 1, 0.522283086710842), (14, 1, 0.346312329106907), (15, 1, 0.2754557288148288), (16, 1, 0.25739334252106805), (17, 1, 0.7472383939391202), (18, 1, 0.14057196768347957), (19, 1, 0.6954200571444503), (20, 1, 0.5778109822234885), (21, 1, 0.789916126022585), (22, 1, 0.4431083561076101), (23, 1, 0.6912073595736163), (24, 1, 0.8245584420899563), (25, 1, 0.3936537547240123), (26, 1, 0.5127053485685243), (27, 1, 0.035886598147475635), (28, 1, 0.6850173773410878), (29, 1, 0.27304143613909104), (30, 1, 0.1962380404665658), (31, 1, 0.5203272551038981), (32, 1, 0.3631656589231945), (33, 1, 0.7054492445480048), (34, 1, 0.21208790882555384), (35, 1, 0.7704727908734028), (36, 1, 0.11254786940490102), (37, 1, 0.61224007759151), (38, 1, 0.8398911471600906), (39, 1, 0.6170017185867244), (40, 1, 0.6128004072105798), (41, 1, 0.4208164963599884), (42, 1, 0.9437872309232049), (43, 1, 0.45891985211616726), (44, 1, 0.878197985428995), (45, 1, 0.2141471385187409), (46, 1, 0.12832392150432526), (47, 1, 0.02297875135216776), (48, 1, 0.5874765566528907), (49, 1, 0.36932112246847226)]",7,5,5.0
"[(0, 1, 0.4543308770965949), (1, 1, 0.4870312845405088), (2, 1, 0.4076039933559825), (3, 1, 0.5496936849768829), (4, 1, 0.7928618106735318), (5, 1, 0.712992831770521), (6, 1, 0.17252143823749977), (7, 1, 0.9056256198662981), (8, 1, 0.7682364046081267), (9, 1, 0.9267273649230292), (10, 1, 0.2037186973052053), (11, 1, 0.11012496004744343), (12, 1, 0.9196475927971559), (13, 1, 0.5763568875047863), (14, 1, 0.9697848849653549), (15, 1, 0.564464335925256), (16, 1, 0.34066310031014), (17, 1, 0.4465723384187519), (18, 1, 0.0005680990751365522), (19, 1, 0.6380729110888723), (20, 1, 0.8379810478025664), (21, 1, 0.42173969471085626), (22, 1, 0.474787518786595), (23, 1, 0.6818131979063697), (24, 1, 0.04300413419873805), (25, 1, 0.4918929940801604), (26, 1, 0.2933520017814427), (27, 1, 0.9958825449458971), (28, 1, 0.6029955890457727), (29, 1, 0.2724365974740034), (30, 1, 0.8754630727172431), (31, 1, 0.4313176730350228), (32, 1, 0.6656455699778746), (33, 1, 0.5086335669660477), (34, 1, 0.27128040558495803), (35, 1, 0.15295511969373565), (36, 1, 0.6843161713775615), (37, 1, 0.09190964931710377), (38, 1, 0.4673887079441956), (39, 1, 0.7438096137473953), (40, 1, 0.737532580696535), (41, 1, 0.4458204471949897), (42, 1, 0.16898008490496175), (43, 1, 0.5382713208954687), (44, 1, 0.06342951741791958), (45, 1, 0.42348443787781376), (46, 1, 0.07398594965431049), (47, 1, 0.6388902240789917), (48, 1, 0.05594295001364247), (49, 1, 0.6924897431710447)]",9,5,12.0
"[(0, 1, 0.5196218146708063), (1, 1, 0.0734945139969102), (2, 1, 0.2420164874741597), (3, 1, 0.40358699457330904), (4, 1, 0.44926329403143406), (5, 1, 0.7503698134659467), (6, 1, 0.2692712558264766), (7, 1, 0.9206114840947641), (8, 1, 0.045126927752406676), (9, 1, 0.2980278757446856), (10, 1, 0.42225038018676475), (11, 1, 0.1887005003011999), (12, 1, 0.8620100097358772), (13, 1, 0.7614088113121087), (14, 1, 0.7122459276307079), (15, 1, 0.22199681899898893), (16, 1, 0.9003341292184012), (17, 1, 0.4991272431559052), (18, 1, 0.8624479786432815), (19, 1, 0.7690942337001536), (20, 1, 0.41224081361884657), (21, 1, 0.9647748440298801), (22, 1, 0.17529919197034138), (23, 1, 0.3549776727838454), (24, 1, 0.7945815090173097), (25, 1, 0.7794834299889436), (26, 1, 0.9375335138243158), (27, 1, 0.21716983729572692), (28, 1, 0.7284382274016431), (29, 1, 0.1590529248492899), (30, 1, 0.6661740973674946), (31, 1, 0.7592338448198611), (32, 1, 0.10691286792835886), (33, 1, 0.09231898504122427), (34, 1, 0.6025082798809348), (35, 1, 0.6145465100956635), (36, 1, 0.8982867896633697), (37, 1, 0.7151496157515908), (38, 1, 0.5119963197957101), (39, 1, 0.7737547644277972), (40, 1, 0.5901124040328473), (41, 1, 0.33969355857967964), (42, 1, 0.27408053745845573), (43, 1, 0.4772612514434309), (44, 1, 0.22733507663015884), (45, 1, 0.7416613201942779), (46, 1, 0.8794191233732207), (47, 1, 0.7951379804571925), (48, 1, 0.03909808561353123), (49, 1, 0.3300141367275302)]",11,5,9.0
"[(0, 1, 0.00946835171609739), (1, 1, 0.3446743486300745), (2, 1, 0.9879408810863863), (3, 1, 0.9871548882257739), (4, 1, 0.9916131610209631), (5, 1, 0.8392951568953236), (6, 1, 0.39968403003922715), (7, 1, 0.6816579468452192), (8, 1, 0.9496278419594639), (9, 1, 0.10106456730015967), (10, 1, 0.4030753690441262), (11, 1, 0.8304753715653466), (12, 1, 0.772470170028595), (13, 1, 0.24031666373366156), (14, 1, 0.26579514485012046), (15, 1, 0.5379943609288176), (16, 1, 0.49588634675956045), (17, 1, 0.3328238714849442), (18, 1, 0.532208526978941), (19, 1, 0.6555757895081501), (20, 1, 0.8738683893242458), (21, 1, 0.7465096935560521), (22, 1, 0.38895370996516954), (23, 1, 0.3611428786729234), (24, 1, 0.9201247285856621), (25, 1, 0.4975736410060233), (26, 1, 0.37357352588888837), (27, 1, 0.1984629946739378), (28, 1, 0.1472301593296662), (29, 1, 0.4584146811689781), (30, 1, 0.418371772981149), (31, 1, 0.2862023291006237), (32, 1, 0.18699931857231888), (33, 1, 0.37351631124942153), (34, 1, 0.7948218323561048), (35, 1, 0.40862536126849425), (36, 1, 0.16753467326410354), (37, 1, 0.7654322907206526), (38, 1, 0.3897079612626998), (39, 1, 0.7768280055058275), (40, 1, 0.06522932615782573), (41, 1, 0.6914862714639005), (42, 1, 0.46138633969402454), (43, 1, 0.9016589247604264), (44, 1, 0.7261466137718413), (45, 1, 0.578394409946031), (46, 1, 0.9339967202516695), (47, 1, 0.6316090158366992), (48, 1, 0.06990544641158791), (49, 1, 0.584625503754635)]",11,5,13.0
"[(0, 1, 0.00010002313489965164), (1, 1, 0.31761670260434205), (2, 1, 0.8545603039514977), (3, 1, 0.06822985392430025), (4, 1, 0.8023137880055999), (5, 1, 0.9877937412744918), (6, 1, 0.5986441149946556), (7, 1, 0.06331951836381522), (8, 1, 0.8244246145712114), (9, 1, 0.4726846796078662), (10, 1, 0.9850433251257408), (11, 1, 0.4150054307838055), (12, 1, 0.28554113410537263), (13, 1, 0.12357115710687572), (14, 1, 0.035228484551070194), (15, 1, 0.5769052881052562), (16, 1, 0.9165014644248642), (17, 1, 0.1391156570159643), (18, 1, 0.2975070843984505), (19, 1, 0.2595235986161244), (20, 1, 0.9845424234833638), (21, 1, 0.13381437095174875), (22, 1, 0.269324549502157), (23, 1, 0.605158811156759), (24, 1, 0.22534447020284154), (25, 1, 0.1322291766341589), (26, 1, 0.5271098950581078), (27, 1, 0.3324287922910856), (28, 1, 0.8310320679992157), (29, 1, 0.623624350920553), (30, 1, 0.4951655369072129), (31, 1, 0.38711634865363354), (32, 1, 0.8196721651458387), (33, 1, 0.2684036908683839), (34, 1, 0.2535892955406639), (35, 1, 0.1297723681975801), (36, 1, 0.6023072628865651), (37, 1, 0.6962343021178116), (38, 1, 0.4447591881657468), (39, 1, 0.03048046641822022), (40, 1, 0.43821257572463035), (41, 1, 0.24095881544149755), (42, 1, 0.847851962488197), (43, 1, 0.9676842902543109), (44, 1, 0.1336076273571778), (45, 1, 0.3961656255485231), (46, 1, 0.6136342957564779), (47, 1, 0.31088962474247994), (48, 1, 0.47369258932111735), (49, 1, 0.9326944308309583)]",12,0,15.0
"[(0, 1, 0.40243160705575476), (1, 1, 0.7377081974123837), (2, 1, 0.649038061464312), (3, 1, 0.9844671118984185), (4, 1, 0.9045040820202561), (5, 1, 0.5735009457646265), (6, 1, 0.2120615439450657), (7, 1, 0.7400109092862323), (8, 1, 0.08415038601573432), (9, 1, 0.13422562948923522), (10, 1, 0.10826619552674255), (11, 1, 0.8838508204550731), (12, 1, 0.7054701194670361), (13, 1, 0.9982421122457213), (14, 1, 0.8569249085528403), (15, 1, 0.33866672208417736), (16, 1, 0.5720963729193658), (17, 1, 0.5618901421725112), (18, 1, 0.16901092454292233), (19, 1, 0.8954954323949225), (20, 1, 0.19431948921572684), (21, 1, 0.43156499888046096), (22, 1, 0.04639905062050498), (23, 1, 0.5989966329980672), (24, 1, 0.16379482373647303), (25, 1, 0.5985573291220745), (26, 1, 0.8969595179721849), (27, 1, 0.9529750448851247), (28, 1, 0.2061891874725057), (29, 1, 0.21599458275001382), (30, 1, 0.29912218995447126), (31, 1, 0.23710385653762345), (32, 1, 0.6713456391687304), (33, 1, 0.6351333728588427), (34, 1, 0.5535679429414472), (35, 1, 0.8678683673162386), (36, 1, 0.6277272187015039), (37, 1, 0.24430000121220685), (38, 1, 0.9413493237588791), (39, 1, 0.9497054806371069), (40, 1, 0.24251894424022624), (41, 1, 0.8461941574406813), (42, 1, 0.0973569683674298), (43, 1, 0.04822531091262494), (44, 1, 0.7900769774991359), (45, 1, 0.36032335414225536), (46, 1, 0.023838053579534724), (47, 1, 0.8332273083434963), (48, 1, 0.8260996245741472), (49, 1, 0.7509418200240093)]",9,0,13.0
"[(0, 1, 0.7245008084603876), (1, 1, 0.7827697463957111), (2, 1, 0.0099418183167026), (3, 1, 0.5749190671018628), (4, 1, 0.027165959107318227), (5, 1, 0.8347934687110015), (6, 1, 0.4536682246921324), (7, 1, 0.08975830416285813), (8, 1, 0.8425193637077255), (9, 1, 0.41920252497746113), (10, 1, 0.43509333301934583), (11, 1, 0.47740271809930424), (12, 1, 0.5958406128546769), (13, 1, 0.32559226041744194), (14, 1, 0.7794842304501161), (15, 1, 0.4548768289912384), (16, 1, 0.4092087566016559), (17, 1, 0.5049796367250586), (18, 1, 0.5207166599057197), (19, 1, 0.16370991452087802), (20, 1, 0.7201160419834773), (21, 1, 0.274662798852615), (22, 1, 0.3192903737693489), (23, 1, 0.9183201726745195), (24, 1, 0.7859644601234528), (25, 1, 0.21732049686523547), (26, 1, 0.001642992119734843), (27, 1, 0.8608200494677012), (28, 1, 0.48984660638536104), (29, 1, 0.5526777243406673), (30, 1, 0.6862019117285589), (31, 1, 0.739767956300673), (32, 1, 0.8904880878540394), (33, 1, 0.3695963356781068), (34, 1, 0.7434186665342841), (35, 1, 0.43504792411883475), (36, 1, 0.5318122675241566), (37, 1, 0.47677419531300524), (38, 1, 0.17608109020209473), (39, 1, 0.4429056192841999), (40, 1, 0.05702939755861269), (41, 1, 0.3172927343948273), (42, 1, 0.7208638181854519), (43, 1, 0.5162522053951463), (44, 1, 0.794921965850751), (45, 1, 0.038611707493363734), (46, 1, 0.3453506568331053), (47, 1, 0.2639680177697882), (48, 1, 0.5140225489471586), (49, 1, 0.42045554797387363)]",6,10,9.0
"[(0, 1, 0.3917480669370679), (1, 1, 0.4502735419538223), (2, 1, 0.3784608465800179), (3, 1, 0.13329724176246693), (4, 1, 0.22366301136701505), (5, 1, 0.7529748033560366), (6, 1, 0.9239860886917071), (7, 1, 0.3671275622297244), (8, 1, 0.222096362548312), (9, 1, 0.7362542491894565), (10, 1, 0.06290978572393402), (11, 1, 0.9211393735714231), (12, 1, 0.9029317324393302), (13, 1, 0.47696502728885093), (14, 1, 0.2338205178916838), (15, 1, 0.12981581625006866), (16, 1, 0.9833022095479258), (17, 1, 0.683119724745382), (18, 1, 0.5541728151510953), (19, 1, 0.14478345812263305), (20, 1, 0.19507036503531183), (21, 1, 0.3582419577584208), (22, 1, 0.45148676457182435), (23, 1, 0.4746109478339493), (24, 1, 0.1840652415364079), (25, 1, 0.807837832275891), (26, 1, 0.8497643866136795), (27, 1, 0.09161349236932814), (28, 1, 0.6251762398168647), (29, 1, 0.9476568194651497), (30, 1, 0.2021615433886711), (31, 1, 0.41917243025130524), (32, 1, 0.7200320226915953), (33, 1, 0.1795712640148608), (34, 1, 0.40833641978775104), (35, 1, 0.9553095292779328), (36, 1, 0.8517640608480748), (37, 1, 0.6918355536896135), (38, 1, 0.37314207911893926), (39, 1, 0.8761129834363961), (40, 1, 0.3330718608725438), (41, 1, 0.6043471785695412), (42, 1, 0.8787398304134739), (43, 1, 0.3065017802830603), (44, 1, 0.982462627156292), (45, 1, 0.30756650482260073), (46, 1, 0.7432810390815696), (47, 1, 0.7388750351996913), (48, 1, 0.5096320177501169), (49, 1, 0.08597571302979812)]",8,5,8.0
"[(0, 1, 0.06466606978084255), (1, 1, 0.9650706658488989), (2, 1, 0.48465870549498336), (3, 1, 0.08075870860934686), (4, 1, 0.3239775876161226), (5, 1, 0.8416605264046798), (6, 1, 0.35318691601434227), (7, 1, 0.6099001522525006), (8, 1, 0.2791245922503106), (9, 1, 0.18112329707150843), (10, 1, 0.40809136556523384), (11, 1, 0.18687534713019438), (12, 1, 0.37159805664346846), (13, 1, 0.5918421527179352), (14, 1, 0.2870459019007193), (15, 1, 0.07889377764861205), (16, 1, 0.8993289357813289), (17, 1, 0.49267015020970206), (18, 1, 0.7462007419079837), (19, 1, 0.21969814553779854), (20, 1, 0.2654616815330958), (21, 1, 0.5205165743226444), (22, 1, 0.6011153623403551), (23, 1, 0.12094497770427304), (24, 1, 0.8925502907109271), (25, 1, 0.1698070867893411), (26, 1, 0.5188278043421372), (27, 1, 0.9004656146304254), (28, 1, 0.642819786509059), (29, 1, 0.16093952880055473), (30, 1, 0.9881668162169371), (31, 1, 0.39235854812958637), (32, 1, 0.6593664017882968), (33, 1, 0.34423758435628105), (34, 1, 0.6297961298611263), (35, 1, 0.5548154008421898), (36, 1, 0.5672267020356596), (37, 1, 0.3440303111174059), (38, 1, 0.7246829114239365), (39, 1, 0.7923650248438524), (40, 1, 0.6840696254205474), (41, 1, 0.9639360364870164), (42, 1, 0.14771653763969217), (43, 1, 0.8076982772565309), (44, 1, 0.8506331532982248), (45, 1, 0.21841337246036985), (46, 1, 0.7687264529269505), (47, 1, 0.7326183521237754), (48, 1, 0.7274020217174084), (49, 1, 0.8460489067120935)]",8,5,8.0
"[(0, 1, 0.6972092217003918), (1, 1, 0.025244913807048963), (2, 1, 0.5646821244510833), (3, 1, 0.35629854079694345), (4, 1, 0.04257831560125658), (5, 1, 0.8343927539433832), (6, 1, 0.02219924088121672), (7, 1, 0.11118815790016412), (8, 1, 0.9109076837845388), (9, 1, 0.024772979285631047), (10, 1, 0.8374062682435222), (11, 1, 0.3100196621187934), (12, 1, 0.44984298573242276), (13, 1, 0.8939847490616476), (14, 1, 0.36085134961303345), (15, 1, 0.900236541391065), (16, 1, 0.9423491481088291), (17, 1, 0.2951344794244227), (18, 1, 0.8669563230311118), (19, 1, 0.06568059138493243), (20, 1, 0.7903386399208986), (21, 1, 0.4909496476507391), (22, 1, 0.30395274735990907), (23, 1, 0.9253579760909586), (24, 1, 0.9454818008490251), (25, 1, 0.2506726348439918), (26, 1, 0.3088558886681996), (27, 1, 0.819364905670804), (28, 1, 0.9183759389777189), (29, 1, 0.5941026605458707), (30, 1, 0.5795100543972833), (31, 1, 0.010636430850570422), (32, 1, 0.6779731740955811), (33, 1, 0.9314002304895626), (34, 1, 0.803949207743591), (35, 1, 0.6416162854486318), (36, 1, 0.812850868554829), (37, 1, 0.6267583633356897), (38, 1, 0.6442720510429577), (39, 1, 0.09770973588352572), (40, 1, 0.256166049480289), (41, 1, 0.5569334281635553), (42, 1, 0.39253200034929214), (43, 1, 0.16194961947569175), (44, 1, 0.19063338891925896), (45, 1, 0.23682504546549976), (46, 1, 0.7713787250829507), (47, 1, 0.0005959129312109734), (48, 1, 0.07094494915229244), (49, 1, 0.24790521395621445)]",10,5,8.0
"[(0, 1, 0.2931014677676763), (1, 1, 0.9030312378159191), (2, 1, 0.23051354218869236), (3, 1, 0.5771014611515307), (4, 1, 0.49369072783322165), (5, 1, 0.7925848553892995), (6, 1, 0.15980406755887822), (7, 1, 0.5857425913960872), (8, 1, 0.24269455443047305), (9, 1, 0.12010125730969856), (10, 1, 0.1857921770411297), (11, 1, 0.2697099353541319), (12, 1, 0.2544053547359483), (13, 1, 0.8898508711912291), (14, 1, 0.9234752207459218), (15, 1, 0.42522568619794243), (16, 1, 0.7140106815256902), (17, 1, 0.7823470963796787), (18, 1, 0.7595357312894446), (19, 1, 0.8472235093252616), (20, 1, 0.09635518593082426), (21, 1, 0.1533898811021578), (22, 1, 0.15801140780895795), (23, 1, 0.16692910828526442), (24, 1, 0.2171939384652628), (25, 1, 0.8865710244921244), (26, 1, 0.09751200746858013), (27, 1, 0.6093170805681493), (28, 1, 0.15504557106901407), (29, 1, 0.15693689377922349), (30, 1, 0.3026433622102066), (31, 1, 0.5914756129375471), (32, 1, 0.5320980918021266), (33, 1, 0.4983482288957981), (34, 1, 0.8651950829631987), (35, 1, 0.5079604864242122), (36, 1, 0.9023129020752999), (37, 1, 0.5040394714927482), (38, 1, 0.5481166999607833), (39, 1, 0.43166149898900663), (40, 1, 0.6524093096192434), (41, 1, 0.7705845546985014), (42, 1, 0.6297865374574177), (43, 1, 0.8574211888030057), (44, 1, 0.28698733785335984), (45, 1, 0.41766272030434737), (46, 1, 0.24360278281290226), (47, 1, 0.9170523490867437), (48, 1, 0.3774676473078411), (49, 1, 0.9373757365771367)]",9,0,16.0
